iter	Accuracy	Logloss
164	0.7062638296	0.5678298952
165	0.7063612453	0.567785075
166	0.7063334122	0.5677399513
167	0.7063751618	0.5676626611
168	0.7063612453	0.5676356209
169	0.7064447444	0.5675665082
170	0.7065699932	0.5675136179
171	0.7065699932	0.5674807324
172	0.7065839097	0.5674388483
173	0.706723075	0.5674195917
174	0.706723075	0.567419275
175	0.7067369915	0.5673397343
176	0.7065699932	0.5672911726
177	0.7066674089	0.5672577337
178	0.7068483238	0.5671984557
179	0.7068344072	0.5671156561
180	0.7070292386	0.5670274261
181	0.706959656	0.5669943875
182	0.70722407	0.5669656041
183	0.7072101535	0.5669206371
184	0.7071684039	0.566825226
185	0.70722407	0.5668078255
186	0.7072101535	0.5667629299
187	0.7073493188	0.5667318905
188	0.7074745675	0.5666453667
189	0.707460651	0.5666123491
190	0.7075858998	0.5665529351
191	0.7077111485	0.5664782896
192	0.7076554824	0.5664510736
193	0.7078642303	0.5663798892
194	0.7078642303	0.5663182617
195	0.7078642303	0.5662917851
196	0.7077807312	0.5662467152
197	0.7079755626	0.5662137619
198	0.7078363973	0.5661842404
199	0.7078224808	0.5661220517
200	0.7078363973	0.5660570422
201	0.7078920634	0.5659971177
202	0.7080868948	0.5659623272
203	0.7081008113	0.5659168826
204	0.7082956427	0.5658591568
205	0.7081425609	0.5658250913
206	0.7082399766	0.5657913043
207	0.7082678097	0.5657161065
208	0.7082678097	0.5656503362
209	0.7082260601	0.5656063429
210	0.7083095593	0.5655609177
211	0.708434808	0.5655083918
212	0.7084626411	0.5654450177
213	0.7083791419	0.5654032287
214	0.7084765576	0.565351177
215	0.7085600568	0.5652756881
216	0.7084487246	0.5652199291
217	0.7085461403	0.5651357857
218	0.7085043907	0.5650863747
219	0.7086157229	0.5649884842
220	0.7084904741	0.5649486915
221	0.7085183072	0.5648944451
222	0.7085461403	0.5648109643
223	0.7086296394	0.5647512072
224	0.7087966378	0.5646667995
225	0.7088244708	0.5646532629
226	0.7087548882	0.5646103035
227	0.7088940535	0.5645233036
228	0.7088105543	0.5645107525
229	0.7090471353	0.5644280102
230	0.7091306345	0.5643549409
231	0.7091167179	0.5643044395
232	0.7092002171	0.5642798748
233	0.7091028014	0.5642009049
234	0.7091167179	0.5641076541
235	0.7092002171	0.5640547668
236	0.7092976328	0.5639871399
237	0.7092697997	0.5639347283
238	0.7092837163	0.5638621057
239	0.7093115493	0.5638306857
240	0.7093950485	0.5638165715
241	0.7094924642	0.5637643812
242	0.7094924642	0.5637179039
243	0.709645546	0.5636951747
244	0.7096594625	0.5636602475
245	0.7095481303	0.5635999695
246	0.7094924642	0.5635819881
247	0.7095063807	0.5635571221
248	0.7096733791	0.5635020535
249	0.7096037964	0.5634508548
250	0.7096316295	0.5634003172
251	0.7097707948	0.5633767483
252	0.7098542939	0.5633185512
253	0.7098682105	0.5633129953
254	0.709882127	0.5632475759
255	0.709882127	0.5632158492
256	0.7099934592	0.5631691945
257	0.7099517096	0.5630714534
258	0.7099099601	0.5630295662
259	0.7099517096	0.5629950488
260	0.7100352088	0.5629353335
261	0.7101882906	0.5628778547
262	0.7102717898	0.5628261254
263	0.7104109551	0.5627806921
264	0.710355289	0.5627245397
265	0.7104666212	0.5626668665
266	0.7105083708	0.5625999467
267	0.7105222873	0.5625457279
268	0.7105501204	0.5625027207
269	0.7103692055	0.5624387594
270	0.7104666212	0.5623945477
271	0.7104944543	0.5623200961
272	0.7105640369	0.5623132988
273	0.710619703	0.5622777444
274	0.7106475361	0.5622430776
275	0.7105640369	0.5622131132
276	0.710619703	0.5621654601
277	0.710619703	0.5621082991
278	0.710619703	0.5620434814
279	0.7107449518	0.5619945037
280	0.7108145344	0.5619287283
281	0.7107727848	0.5618953065
282	0.7108980336	0.5618805116
283	0.7109258667	0.5618632948
284	0.7110093658	0.5617665393
285	0.7110789485	0.5616848518
286	0.711092865	0.5616399018
287	0.7111067815	0.5616204771
288	0.7111485311	0.561583725
289	0.7111067815	0.5615164649
290	0.7111067815	0.5614896102
291	0.7111902807	0.5614496778
292	0.7111206981	0.5614242145
293	0.7113155295	0.5613548915
294	0.7113016129	0.5613156041
295	0.7113155295	0.5612413036
296	0.7113155295	0.5611798781
297	0.711329446	0.5611471779
298	0.7113990286	0.5610826963
299	0.7113851121	0.561026066
300	0.7115521104	0.5609613468
301	0.7114686113	0.5609337546
302	0.7114825278	0.5608713698
303	0.7115103609	0.5608015097
304	0.711566027	0.5607552183
305	0.7116495261	0.5607090231
306	0.7116634427	0.5606690987
307	0.7116495261	0.5606594604
308	0.7116634427	0.5606210884
309	0.7117747749	0.5605520408
310	0.7118582741	0.5605030134
311	0.7119000237	0.5604973604
312	0.7118721906	0.5604365882
313	0.7118861071	0.5604130215
314	0.7120948551	0.5603679591
315	0.7121087716	0.5603384814
316	0.7120948551	0.5602613077
317	0.7121087716	0.560190308
318	0.7121087716	0.5601707573
319	0.7122340203	0.5601595322
320	0.7121505212	0.5600936649
321	0.7122896865	0.560052012
322	0.7122896865	0.5600424475
323	0.7122757699	0.5600301021
324	0.7123592691	0.5599746803
325	0.7125123509	0.5599194142
326	0.7124706013	0.5598719242
327	0.7124845179	0.5598667472
328	0.7124566848	0.5598434458
329	0.7124984344	0.559812094
330	0.7125958501	0.5597769798
331	0.7126515162	0.5597498486
332	0.7125819336	0.5597207009
333	0.7126654327	0.5596668576
334	0.7124288517	0.5596162707
335	0.7124149352	0.5596010241
336	0.7124566848	0.559552039
337	0.7124566848	0.5595000242
338	0.7125123509	0.559467869
339	0.7125541005	0.5594271766
340	0.712568017	0.5594073374
341	0.712568017	0.5593515566
342	0.7126932658	0.5593179152
343	0.7126932658	0.5592992307
344	0.7128185145	0.5592502562
345	0.7129298468	0.5592424704
346	0.7129298468	0.5592216902
347	0.7129855129	0.5592051988
348	0.7128602641	0.5591818803
349	0.7129576798	0.5591406115
350	0.7129020137	0.559110856
351	0.7129298468	0.5590861863
352	0.7129159303	0.5590650305
353	0.7129159303	0.5590473285
354	0.7128880972	0.5590259529
355	0.7130829286	0.5589504911
356	0.7130968451	0.5589387422
357	0.7132220939	0.5589043996
358	0.7131664278	0.5588765106
359	0.7131664278	0.5588561255
360	0.7131803443	0.5588510828
361	0.7131664278	0.5588088695
362	0.7132220939	0.5587676579
363	0.71327776	0.5587198653
364	0.7131525112	0.558698547
365	0.7131525112	0.5586962474
366	0.7131803443	0.5586369943
367	0.7132360104	0.558594127
368	0.7132360104	0.5585397473
369	0.7133473426	0.5585175528
370	0.7133473426	0.5585084749
371	0.7133473426	0.5584933315
372	0.7134725914	0.5584676011
373	0.7133055931	0.5584178509
374	0.7134725914	0.5583753265
375	0.7132638435	0.5583378129
376	0.7133751757	0.5582998012
377	0.7133751757	0.5582737005
378	0.713514341	0.558209023
379	0.7136813393	0.5581558538
380	0.7135560906	0.5581304891
381	0.7136674228	0.558098145
382	0.7137648385	0.5580657658
383	0.7137370054	0.5580371404
384	0.7137648385	0.5580321329
385	0.7137648385	0.5580041369
386	0.7138065881	0.5579810822
387	0.7137648385	0.5579340671
388	0.7138761707	0.5578789634
389	0.7138900873	0.5578673908
390	0.7139179203	0.5578433592
391	0.7138622542	0.5578022648
392	0.7138761707	0.5577994135
393	0.7139040038	0.5577938951
394	0.7139040038	0.5577930524
395	0.7140710021	0.5577544209
396	0.7140849187	0.5577352988
397	0.7141684178	0.557704586
398	0.7140570856	0.5576708369
399	0.7142797501	0.5575863344
400	0.7142797501	0.5575817046
401	0.7142658335	0.5575113476
402	0.7143214996	0.5574795149
403	0.7145302476	0.5574153967
404	0.7144745815	0.5573666505
405	0.7144467484	0.5573509218
406	0.7145580806	0.5573218616
407	0.7145580806	0.557287432
408	0.7146137467	0.5572532819
409	0.7146833294	0.5571765316
410	0.714725079	0.5571505111
411	0.7147389955	0.5570960778
412	0.714752912	0.5570907459
413	0.7147668286	0.5570687557
414	0.71496166	0.5570468292
415	0.714989493	0.5570198158
416	0.714989493	0.5570105836
417	0.7149338269	0.5569623653
418	0.7149338269	0.5569563893
419	0.7148920773	0.5569454755
420	0.7148920773	0.5569198028
421	0.7149477434	0.5568828709
422	0.714989493	0.5568605245
423	0.7150869087	0.556844604
424	0.714989493	0.5568105967
425	0.7150034095	0.5568072734
426	0.7150173261	0.5567551846
427	0.7150312426	0.556736069
428	0.7150590757	0.5567146963
429	0.7150173261	0.5566932708
430	0.714989493	0.5566800412
431	0.7150173261	0.5566618615
432	0.7150312426	0.5566578792
433	0.7151286583	0.5566459214
434	0.7150729922	0.5566199263
435	0.7150451591	0.556610404
436	0.7151843244	0.5565375697
437	0.715226074	0.5565072185
438	0.7152539071	0.5564815004
439	0.7152539071	0.55646289
440	0.7152956567	0.5564535558
441	0.7154209054	0.5564457887
442	0.7154209054	0.5564453462
443	0.7153374062	0.5564376889
444	0.7153791558	0.5564236487
445	0.7154765715	0.5563330072
446	0.7154487385	0.5562915191
447	0.7153930724	0.5562697602
448	0.7153930724	0.5562394961
449	0.7154069889	0.5562223088
450	0.7153930724	0.5561737948
451	0.7155183211	0.5561519162
452	0.7155600707	0.5561188641
453	0.7155739872	0.5560686611
454	0.7156435699	0.5560594837
455	0.7156157368	0.5559990143
456	0.7156574864	0.5559760137
457	0.715727069	0.5559503528
458	0.7157966517	0.5559088547
459	0.7158523178	0.5558876742
460	0.7157688186	0.5558661214
461	0.7158105682	0.5558351158
462	0.7157409856	0.5558125729
463	0.7157688186	0.5558046951
464	0.7157549021	0.5557735561
465	0.7158384013	0.5557441564
466	0.7158384013	0.5557248991
467	0.7158244847	0.5557034742
468	0.7158105682	0.5556721939
469	0.7158523178	0.5556671651
470	0.7158105682	0.5556529983
471	0.7159219004	0.5556427005
472	0.71596365	0.555624182
473	0.7160053996	0.5556084025
474	0.7160332327	0.5555670196
475	0.7161167318	0.5554878072
476	0.7161167318	0.5554829738
477	0.7162141475	0.5554581339
478	0.716172398	0.5554459627
479	0.7163811459	0.5553914835
480	0.7164228955	0.5553766358
481	0.7164507285	0.5553317366
482	0.7164089789	0.555325278
483	0.7164228955	0.5552642952
484	0.7164646451	0.5552436692
485	0.7164785616	0.5551872611
486	0.7164785616	0.5551552719
487	0.7164924781	0.5551319599
488	0.7164785616	0.5551185722
489	0.7165481442	0.5550991695
490	0.7165481442	0.5550767662
491	0.7164785616	0.5550608189
492	0.7166038103	0.555034472
493	0.7166038103	0.5550185376
494	0.7164089789	0.554955759
495	0.7165203112	0.5549146691
496	0.7165342277	0.5549012142
497	0.7165481442	0.5548991516
498	0.7165342277	0.5548285414
499	0.716673393	0.5547930604
